municipio,vif_total,alimentos_familia_total,medidas_proteccion_total,inasistencia_total,ivf_score_bruto,ivf_score_ponderado,ivf_tasa_100k,alerta
ALPUJARRA,64,0,0,0,25.6,0.06666666666666667,8.533333333333333,False
ZIPACON,77,0,0,0,30.8,0.06666666666666667,10.266666666666667,False
SAN RAFAEL,61,0,0,0,24.400000000000002,0.06666666666666667,8.133333333333335,False
SANTA MARIA,56,0,0,0,22.400000000000002,0.06666666666666667,7.466666666666666,False
CABRERA,77,0,0,0,30.8,0.06666666666666667,10.266666666666667,False
SOATA,74,0,0,0,29.6,0.06666666666666667,9.866666666666667,False
SIACHOQUE,60,0,0,0,24.0,0.06666666666666667,8.0,False
SUCRE,61,0,0,0,24.400000000000002,0.06666666666666667,8.133333333333333,False
GAMBITA,66,0,0,0,26.400000000000002,0.06666666666666667,8.799999999999999,False
SOTAQUIRA,57,0,0,0,22.8,0.06666666666666667,7.6000000000000005,False
TARQUI,67,0,0,0,26.8,0.06666666666666667,8.933333333333334,False
ARIGUANI,60,0,0,0,24.0,0.06666666666666667,8.0,False
UNE,82,0,0,0,32.800000000000004,0.06666666666666667,10.933333333333332,False
TRINIDAD,78,0,0,0,31.200000000000003,0.06666666666666667,10.4,False
ANGOSTURA,56,0,0,0,22.400000000000002,0.06666666666666667,7.466666666666666,False
VEGACHI,76,0,0,0,30.400000000000002,0.06666666666666667,10.133333333333333,False
VALPARAISO,59,0,0,0,23.6,0.06666666666666667,7.866666666666667,False
GOMEZ PLATA,66,0,0,0,26.400000000000002,0.06666666666666667,8.799999999999999,False
GUAPI,75,0,0,0,30.000000000000004,0.06666666666666667,10.0,False
APULO,72,0,0,0,28.8,0.06666666666666667,9.6,False
GUAITARILLA,58,0,0,0,23.200000000000003,0.06666666666666667,7.733333333333333,False
EL TABLON DE GOMEZ,69,0,0,0,27.6,0.06666666666666667,9.200000000000001,False
CAMPO DE LA CRUZ,77,0,0,0,30.800000000000004,0.06666666666666667,10.266666666666667,False
SAN JOSE DE PARE,51,0,0,0,20.400000000000002,0.06666666666666667,6.8,False
SAN JUAN DE ARAMA,77,0,0,0,30.8,0.06666666666666667,10.266666666666667,False
SAN ANDRES SOTAVENTO,69,0,0,0,27.6,0.06666666666666667,9.2,False
ENTRERRIOS,61,0,0,0,24.400000000000002,0.06666666666666667,8.133333333333335,False
QUIPILE,58,0,0,0,23.200000000000003,0.06666666666666667,7.733333333333333,False
CIENAGA DE ORO,70,0,0,0,28.000000000000004,0.06666666666666667,9.333333333333334,False
CHITARAQUE,73,0,0,0,29.200000000000003,0.06666666666666667,9.733333333333333,False
SALENTO,58,0,0,0,23.200000000000003,0.06666666666666667,7.733333333333333,False
SAN ANDRES DE CUERQUIA,58,0,0,0,23.200000000000003,0.06666666666666667,7.733333333333333,False
SAN BENITO ABAD,65,0,0,0,26.000000000000004,0.06666666666666667,8.666666666666666,False
MAJAGUAL,59,0,0,0,23.6,0.06666666666666667,7.866666666666667,False
EL PENON,60,0,0,0,24.0,0.06666666666666667,8.0,False
EL RETEN,63,0,0,0,25.200000000000003,0.06666666666666667,8.4,False
MANAURE,67,0,0,0,26.8,0.06666666666666667,8.933333333333334,False
MANATI,81,0,0,0,32.400000000000006,0.06666666666666667,10.799999999999999,False
CONCEPCION,56,0,0,0,22.400000000000002,0.06666666666666667,7.466666666666666,False
PUPIALES,85,0,0,0,34.0,0.06666666666666667,11.333333333333334,False
QUEBRADANEGRA,71,0,0,0,28.400000000000002,0.06666666666666667,9.466666666666667,False
MARINILLA,72,0,0,0,28.800000000000004,0.06666666666666667,9.6,False
QUINCHIA,58,0,0,0,23.200000000000003,0.06666666666666667,7.733333333333334,False
MOGOTES,71,0,0,0,28.400000000000002,0.06666666666666667,9.466666666666667,False
MERCADERES,73,0,0,0,29.200000000000003,0.06666666666666667,9.733333333333334,False
PUEBLORRICO,56,0,0,0,22.400000000000002,0.06666666666666667,7.466666666666666,False
PRADO,74,0,0,0,29.6,0.06666666666666667,9.866666666666667,False
PENOL,75,0,0,0,30.0,0.06666666666666667,10.0,False
CUBARRAL,53,0,0,0,21.200000000000003,0.06666666666666667,7.066666666666667,False
PITAL,79,0,0,0,31.6,0.06666666666666667,10.533333333333333,False
MONTEBELLO,70,0,0,0,28.0,0.06666666666666667,9.333333333333334,False
MURILLO,60,0,0,0,24.0,0.06666666666666667,8.0,False
CUNDAY,50,0,0,0,20.0,0.06666666666666667,6.666666666666667,False
PESCA,66,0,0,0,26.400000000000002,0.06666666666666667,8.799999999999999,False
CURITI,54,0,0,0,21.6,0.06666666666666667,7.2,False
EL DONCELLO,66,0,1,1,26.7,0.06666666666666667,8.9,False
EL DOVIO,72,0,1,1,29.1,0.06666666666666667,53.296666666666674,False
PAILITAS,56,0,0,0,22.400000000000002,0.06666666666666667,7.466666666666666,False
DISTRACCION,61,0,0,0,24.400000000000002,0.06666666666666667,8.133333333333333,False
DOLORES,64,0,0,0,25.6,0.06666666666666667,8.533333333333333,False
NECHI,62,0,0,0,24.8,0.06666666666666667,8.266666666666667,False
VILLAVIEJA,63,0,0,0,25.200000000000003,0.06666666666666667,8.4,False
ALBANIA,75,0,0,0,30.000000000000004,0.06666666666666667,10.0,False
YAGUARA,60,0,0,0,24.0,0.06666666666666667,8.0,False
AGRADO,64,0,0,0,25.6,0.06666666666666667,8.533333333333333,False
ACANDI,61,0,0,0,24.400000000000002,0.06666666666666667,8.133333333333333,False
JENESANO,71,0,0,0,28.400000000000006,0.06000000000000001,11.36,False
SANTA FE DE ANTIOQUIA,64,0,0,0,25.6,0.06000000000000001,10.24,False
SAN PEDRO DE LOS MILAGROS,56,0,0,0,22.400000000000002,0.06000000000000001,8.959999999999999,False
GAMARRA,44,0,0,0,17.6,0.06000000000000001,7.040000000000001,False
FIRAVITOBA,47,0,0,0,18.8,0.06000000000000001,7.5200000000000005,False
PUERTO CAICEDO,64,0,1,1,25.900000000000002,0.05714285714285715,7.3999999999999995,False
PUERTO GUZMAN,74,0,1,1,29.900000000000002,0.05714285714285715,8.542857142857143,False
CACERES,75,0,1,1,30.3,0.05714285714285715,8.657142857142857,False
SAN MIGUEL,62,0,1,1,25.1,0.05714285714285715,7.171428571428572,False
BRICENO,62,0,1,1,25.1,0.05714285714285715,7.171428571428572,False
BELEN DE LOS ANDAQUIES,64,0,1,1,25.900000000000002,0.05714285714285715,7.4,False
SAN JOSE DEL FRAGUA,63,0,1,1,25.5,0.05714285714285715,7.285714285714286,False
NUEVO COLON,48,0,0,0,19.2,0.05000000000000001,6.3999999999999995,False
NUEVA GRANADA,50,0,0,0,20.0,0.05000000000000001,6.666666666666667,False
TOGUI,45,0,0,0,18.0,0.05000000000000001,6.0,False
OPORAPA,48,0,0,0,19.200000000000003,0.05000000000000001,6.3999999999999995,False
MISTRATO,56,0,0,0,22.400000000000002,0.05000000000000001,7.466666666666666,False
TESALIA,53,0,0,0,21.200000000000003,0.05000000000000001,7.066666666666667,False
BARAYA,40,0,0,0,16.0,0.05000000000000001,5.333333333333333,False
TELLO,67,0,0,0,26.8,0.05000000000000001,8.933333333333334,False
EL CHARCO,50,0,0,0,20.0,0.05000000000000001,6.666666666666667,False
PUEBLO RICO,54,0,0,0,21.6,0.05000000000000001,7.2,False
PUEBLOVIEJO,67,0,0,0,26.8,0.05000000000000001,8.933333333333334,False
PUERTO ESCONDIDO,60,0,0,0,24.0,0.05000000000000001,8.0,False
TAMARA,50,0,0,0,20.0,0.05000000000000001,6.666666666666667,False
TAMINANGO,53,0,0,0,21.200000000000003,0.05000000000000001,7.066666666666666,False
TALAIGUA NUEVO,38,0,0,0,15.200000000000001,0.05000000000000001,5.066666666666666,False
TAMALAMEQUE,69,0,0,0,27.6,0.05000000000000001,9.200000000000001,False
COLOMBIA,54,0,0,0,21.6,0.05000000000000001,7.2,False
CONSACA,56,0,0,0,22.400000000000002,0.05000000000000001,7.466666666666668,False
LA CELIA,42,0,0,0,16.8,0.05000000000000001,5.6000000000000005,False
SANTANA,61,0,0,0,24.400000000000002,0.05000000000000001,8.133333333333333,False
SOPETRAN,70,0,0,0,28.000000000000004,0.05000000000000001,9.333333333333334,False
RAQUIRA,60,0,0,0,24.0,0.05000000000000001,8.0,False
RAGONVALIA,43,0,0,0,17.200000000000003,0.05000000000000001,5.733333333333333,False
CHIVOLO,59,0,0,0,23.6,0.05000000000000001,7.866666666666667,False
LA APARTADA,67,0,0,0,26.8,0.05000000000000001,8.933333333333334,False
LA CRUZ,56,0,0,0,22.400000000000002,0.05000000000000001,7.466666666666666,False
LA FLORIDA,49,0,0,0,19.6,0.05000000000000001,6.533333333333334,False
GUTIERREZ,68,0,0,0,27.200000000000003,0.05000000000000001,9.066666666666666,False
ARENAL,58,0,0,0,23.200000000000003,0.05000000000000001,7.733333333333333,False
ARBOLETES,51,0,0,0,20.400000000000002,0.05000000000000001,6.8,False
TIBACUY,56,0,0,0,22.400000000000002,0.05000000000000001,7.466666666666666,False
POLICARPA,46,0,0,0,18.400000000000002,0.05000000000000001,6.133333333333334,False
HOBO,59,0,0,0,23.6,0.05000000000000001,7.866666666666667,False
HISPANIA,59,0,0,0,23.6,0.05000000000000001,7.866666666666667,False
USIACURI,65,0,0,0,26.0,0.05000000000000001,8.666666666666666,False
TOTORO,52,0,0,0,20.8,0.05000000000000001,6.933333333333334,False
QUETAME,61,0,0,0,24.400000000000002,0.05000000000000001,8.133333333333333,False
SIMITI,53,0,0,0,21.200000000000003,0.05000000000000001,7.066666666666666,False
FORTUL,77,0,0,0,30.800000000000004,0.05000000000000001,10.266666666666667,False
SIMACOTA,46,0,0,0,18.400000000000002,0.05000000000000001,6.133333333333334,False
CHINACOTA,65,0,0,0,26.000000000000004,0.05000000000000001,8.666666666666666,False
CHARALA,44,0,0,0,17.6,0.05000000000000001,5.866666666666667,False
MACHETA,50,0,0,0,20.0,0.05000000000000001,6.666666666666667,False
SAN CAYETANO,55,0,0,0,22.0,0.05000000000000001,7.333333333333333,False
LA PINTADA,58,0,0,0,23.200000000000003,0.05000000000000001,7.733333333333333,False
FRONTINO,56,0,0,0,22.400000000000002,0.05000000000000001,7.466666666666668,False
VERSALLES,53,0,0,0,21.2,0.05000000000000001,40.61333333333334,False
SAN JERONIMO,65,0,0,0,26.0,0.05000000000000001,8.666666666666666,False
LA SIERRA,57,0,0,0,22.8,0.05000000000000001,7.6000000000000005,False
SANTA SOFIA,54,0,0,0,21.6,0.05000000000000001,7.2,False
RONCESVALLES,49,0,0,0,19.6,0.05000000000000001,6.533333333333334,False
SALADOBLANCO,57,0,0,0,22.8,0.05000000000000001,7.6000000000000005,False
GUATICA,41,0,0,0,16.400000000000002,0.05000000000000001,5.466666666666666,False
YACUANQUER,55,0,0,0,22.0,0.05000000000000001,7.333333333333333,False
SAN LORENZO,65,0,0,0,26.0,0.05000000000000001,8.666666666666666,False
GUAYABETAL,56,0,0,0,22.400000000000002,0.05000000000000001,7.466666666666666,False
LA PALMA,59,0,0,0,23.6,0.05000000000000001,7.866666666666667,False
SAN PABLO DE BORBUR,31,0,0,0,12.400000000000002,0.05,6.199999999999999,False
PUERTO CARRENO,31,0,0,0,12.400000000000002,0.05,6.2,False
ROSAS,56,0,1,1,22.700000000000003,0.042857142857142864,6.485714285714286,False
ITUANGO,51,0,1,1,20.700000000000003,0.042857142857142864,5.914285714285714,False
URIBE,61,0,1,1,24.7,0.042857142857142864,7.057142857142857,False
CURILLO,46,0,1,1,18.700000000000003,0.042857142857142864,5.3428571428571425,False
LA GLORIA,47,0,0,0,18.8,0.04,7.5200000000000005,False
SOLANO,28,0,0,0,11.200000000000001,0.04,4.48,False
FILANDIA,49,0,0,0,19.6,0.04,7.840000000000001,False
OCAMONTE,27,0,0,0,10.8,0.04,4.32,False
BITUIMA,33,0,0,0,13.200000000000001,0.04,5.28,False
MUZO,38,0,0,0,15.200000000000003,0.04,6.08,False
SAN BERNARDO DEL VIENTO,40,0,0,0,16.0,0.04,6.4,False
VALDIVIA,35,0,0,0,14.000000000000002,0.04,5.6,False
GIRALDO,36,0,0,0,14.400000000000002,0.04,5.76,False
ARCABUCO,44,0,0,0,17.6,0.04,7.040000000000001,False
MONITOS,36,0,0,0,14.4,0.04,5.76,False
ASTREA,44,0,0,0,17.6,0.04,7.040000000000001,False
SOTARA,38,0,0,0,15.2,0.03333333333333333,5.066666666666666,False
EBEJICO,37,0,0,0,14.8,0.03333333333333333,4.933333333333333,False
NEIRA,47,0,0,0,18.8,0.03333333333333333,6.266666666666667,False
TIBANA,33,0,0,0,13.200000000000001,0.03333333333333333,4.3999999999999995,False
COTORRA,43,0,0,0,17.200000000000003,0.03333333333333333,5.733333333333333,False
TIQUISIO,43,0,0,0,17.200000000000003,0.03333333333333333,5.733333333333333,False
HERVEO,43,0,0,0,17.200000000000003,0.03333333333333333,5.733333333333333,False
TITIRIBI,39,0,0,0,15.6,0.03333333333333333,5.2,False
TOCA,49,0,0,0,19.6,0.03333333333333333,6.533333333333334,False
NUNCHIA,59,0,0,0,23.6,0.03333333333333333,7.866666666666667,False
CONDOTO,43,0,0,0,17.200000000000003,0.03333333333333333,5.733333333333333,False
COLOSO,41,0,0,0,16.400000000000002,0.03333333333333333,5.466666666666666,False
PUERTO NARE,48,0,0,0,19.200000000000003,0.03333333333333333,6.3999999999999995,False
EL PAUJIL,35,0,1,1,14.3,0.03333333333333333,4.766666666666667,False
TADO,51,0,0,0,20.400000000000002,0.03333333333333333,6.8,False
BAHIA SOLANO,34,0,0,0,13.600000000000001,0.03333333333333333,4.533333333333334,False
PENSILVANIA,40,0,0,0,16.0,0.03333333333333333,5.333333333333333,False
CUCUTILLA,44,0,0,0,17.6,0.03333333333333333,5.866666666666667,False
CUITIVA,42,0,0,0,16.8,0.03333333333333333,5.6000000000000005,False
TORIBIO,48,0,0,0,19.200000000000003,0.03333333333333333,6.3999999999999995,False
URIBIA,44,0,0,0,17.6,0.03333333333333333,5.866666666666667,False
TUTA,46,0,0,0,18.400000000000002,0.03333333333333333,6.133333333333333,False
TURMEQUE,43,0,0,0,17.200000000000003,0.03333333333333333,5.733333333333333,False
HATO COROZAL,51,0,0,0,20.400000000000002,0.03333333333333333,6.8,False
NOCAIMA,48,0,0,0,19.200000000000003,0.03333333333333333,6.3999999999999995,False
VILLARRICA,43,0,0,0,17.200000000000003,0.03333333333333333,5.733333333333333,False
ANCUYA,43,0,0,0,17.200000000000003,0.03333333333333333,5.733333333333333,False
SAN MARTIN DE LOBA,38,0,0,0,15.200000000000001,0.03333333333333333,5.066666666666666,False
ANZA,40,0,0,0,16.0,0.03333333333333333,5.333333333333333,False
LEIVA,43,0,0,0,17.200000000000003,0.03333333333333333,5.733333333333333,False
CAPITANEJO,46,0,0,0,18.400000000000002,0.03333333333333333,6.133333333333333,False
CAROLINA,40,0,0,0,16.0,0.03333333333333333,5.333333333333333,False
LA PENA,49,0,0,0,19.6,0.03333333333333333,6.533333333333332,False
SANTA LUCIA,56,0,0,0,22.400000000000002,0.03333333333333333,7.466666666666666,False
SANTA ISABEL,40,0,0,0,16.0,0.03333333333333333,5.333333333333333,False
SAN PEDRO DE URABA,48,0,0,0,19.2,0.03333333333333333,6.3999999999999995,False
SANTA ROSA DE VITERBO,42,0,0,0,16.8,0.03333333333333333,5.6000000000000005,False
BUENOS AIRES,53,0,0,0,21.200000000000003,0.03333333333333333,7.066666666666666,False
CERRITO,31,0,0,0,12.4,0.03333333333333333,4.133333333333334,False
SALAZAR,34,0,0,0,13.600000000000001,0.03333333333333333,4.533333333333333,False
SAMANA,38,0,0,0,15.200000000000001,0.03333333333333333,5.066666666666667,False
LOS ANDES,44,0,0,0,17.6,0.03333333333333333,5.866666666666667,False
LOS SANTOS,33,0,0,0,13.2,0.03333333333333333,4.3999999999999995,False
RIO DE ORO,57,0,0,0,22.8,0.03333333333333333,7.6000000000000005,False
SANTA ROSALIA,55,0,0,0,22.0,0.03333333333333333,7.333333333333333,False
SANTUARIO,56,0,0,0,22.400000000000002,0.03333333333333333,7.466666666666666,False
FOSCA,50,0,0,0,20.0,0.03333333333333333,6.666666666666667,False
CHIMICHAGUA,57,0,0,0,22.800000000000004,0.03333333333333333,7.6000000000000005,False
SATIVANORTE,14,0,0,0,5.6000000000000005,0.03333333333333333,3.733333333333334,False
MALLAMA,44,0,0,0,17.6,0.03333333333333333,5.866666666666667,False
PURACE,35,0,0,0,14.0,0.03333333333333333,4.666666666666667,False
PUERTO RONDON,50,0,0,0,20.0,0.03333333333333333,6.666666666666667,False
GAMEZA,37,0,0,0,14.8,0.03333333333333333,4.933333333333334,False
GAMA,44,0,0,0,17.6,0.03333333333333333,5.866666666666667,False
LA ARGENTINA,54,0,0,0,21.6,0.03333333333333333,7.2,False
GACHALA,36,0,0,0,14.4,0.03333333333333333,4.8,False
SOPLAVIENTO,44,0,0,0,17.6,0.03333333333333333,5.866666666666667,False
UBALA,50,0,0,0,20.0,0.03333333333333333,6.666666666666667,False
ALEJANDRIA,42,0,0,0,16.8,0.03333333333333333,5.6000000000000005,False
SAN SEBASTIAN DE BUENAVISTA,40,0,0,0,16.0,0.03333333333333333,5.333333333333333,False
CANTAGALLO,51,0,1,1,20.700000000000003,0.028571428571428574,5.914285714285714,False
CUMARIBO,34,0,1,1,13.9,0.028571428571428574,3.9714285714285715,False
SOMONDOCO,18,0,0,0,7.2,0.025,3.5999999999999996,False
BOAVITA,20,0,0,0,8.0,0.025,4.0,False
CACOTA,17,0,0,0,6.800000000000001,0.025,3.4000000000000004,False
ELIAS,24,0,0,0,9.6,0.025,4.8,False
GENOVA,23,0,0,0,9.2,0.025,4.6,False
PAICOL,23,0,0,0,9.200000000000001,0.02,3.6799999999999997,False
ARMERO GUAYABAL,27,0,0,0,10.8,0.02,4.32,False
ALGARROBO,30,0,0,0,12.0,0.02,4.8,False
COROMORO,31,0,0,0,12.4,0.02,4.96,False
TINJACA,33,0,0,0,13.200000000000001,0.02,5.279999999999999,False
VALLE DE SAN JOSE,32,0,0,0,12.8,0.02,5.12,False
PACORA,23,0,0,0,9.2,0.02,3.6799999999999997,False
OICATA,25,0,0,0,10.0,0.02,4.0,False
MONGUA,27,0,0,0,10.8,0.02,4.32,False
CONVENCION,23,0,0,0,9.2,0.02,3.6799999999999997,False
PIOJO,26,0,0,0,10.4,0.02,4.16,False
MANZANARES,30,0,0,0,12.0,0.02,4.8,False
QUIPAMA,22,0,0,0,8.8,0.02,3.5200000000000005,False
MARGARITA,19,0,0,0,7.6000000000000005,0.02,3.04,False
AGUADAS,35,0,0,0,14.0,0.02,5.6,False
SAN JUAN DE URABA,27,0,0,0,10.8,0.02,4.32,False
RISARALDA,30,0,0,0,12.0,0.02,4.8,False
FLORESTA,28,0,0,0,11.200000000000001,0.02,4.4799999999999995,False
GACHANTIVA,29,0,0,0,11.600000000000001,0.02,4.64,False
PIJINO DEL CARMEN,41,0,0,0,16.400000000000002,0.02,6.56,False
PUEBLO NUEVO,39,0,0,0,15.600000000000001,0.02,6.24,False
SUAN,22,0,0,0,8.8,0.02,3.5200000000000005,False
CERRO SAN ANTONIO,18,0,0,0,7.2,0.02,2.88,False
CARURU,31,0,0,0,12.400000000000002,0.02,4.96,False
EL MOLINO,35,0,0,0,14.0,0.016666666666666666,4.666666666666667,False
BARICHARA,33,0,0,0,13.2,0.016666666666666666,4.3999999999999995,False
TARAIRA,25,0,0,0,10.000000000000002,0.016666666666666666,3.3333333333333335,False
COLON,35,0,0,0,14.0,0.016666666666666666,4.666666666666667,False
EL CASTILLO,37,0,0,0,14.8,0.016666666666666666,4.933333333333334,False
TERUEL,17,0,0,0,6.800000000000001,0.016666666666666666,2.2666666666666666,False
PIEDRAS,24,0,0,0,9.6,0.016666666666666666,3.1999999999999997,False
PINILLOS,35,0,0,0,14.000000000000002,0.016666666666666666,4.666666666666667,False
ARBOLEDA,27,0,0,0,10.8,0.016666666666666666,3.6,False
ILES,32,0,0,0,12.8,0.016666666666666666,4.266666666666667,False
EL DORADO,29,0,0,0,11.600000000000001,0.016666666666666666,3.8666666666666667,False
TARSO,37,0,0,0,14.8,0.016666666666666666,4.933333333333334,False
EL CARMEN,24,0,0,0,9.600000000000001,0.016666666666666666,3.2000000000000006,False
CUCAITA,37,0,0,0,14.8,0.016666666666666666,4.933333333333333,False
OTANCHE,32,0,0,0,12.8,0.016666666666666666,4.266666666666667,False
URAMITA,31,0,0,0,12.4,0.016666666666666666,4.133333333333334,False
HATONUEVO,40,0,0,0,16.0,0.016666666666666666,5.333333333333333,False
HATILLO DE LOBA,20,0,0,0,8.0,0.016666666666666666,2.6666666666666665,False
ONZAGA,40,0,0,0,16.0,0.016666666666666666,5.333333333333333,False
UTICA,40,0,0,0,16.0,0.016666666666666666,5.333333333333333,False
UNGUIA,33,0,0,0,13.200000000000001,0.016666666666666666,4.4,False
ULLOA,33,0,0,0,13.200000000000001,0.016666666666666666,32.35166666666667,False
TOPAIPI,39,0,0,0,15.600000000000001,0.016666666666666666,5.2,False
JERUSALEN,29,0,0,0,11.600000000000001,0.016666666666666666,3.8666666666666667,False
NOROSI,30,0,0,0,12.0,0.016666666666666666,4.0,False
TORO,38,0,0,0,15.200000000000001,0.016666666666666666,14.151666666666666,False
IQUIRA,31,0,0,0,12.400000000000002,0.016666666666666666,4.133333333333334,False
MOMIL,29,0,0,0,11.600000000000001,0.016666666666666666,3.8666666666666667,False
TIBIRITA,35,0,0,0,14.000000000000002,0.016666666666666666,4.666666666666667,False
GALERAS,35,0,0,0,14.0,0.016666666666666666,4.666666666666667,False
LOS CORDOBAS,26,0,0,0,10.4,0.016666666666666666,3.4666666666666663,False
LA ESPERANZA,48,0,0,0,19.200000000000003,0.016666666666666666,6.3999999999999995,False
LA BELLEZA,23,0,0,0,9.200000000000001,0.016666666666666666,3.0666666666666664,False
BOCHALEMA,43,0,0,0,17.200000000000003,0.016666666666666666,5.733333333333333,False
BOYACA,36,0,0,0,14.400000000000002,0.016666666666666666,4.8,False
SILOS,31,0,0,0,12.400000000000002,0.016666666666666666,4.133333333333334,False
LA LLANADA,32,0,0,0,12.8,0.016666666666666666,4.266666666666667,False
CHIMA,38,0,0,0,15.200000000000001,0.016666666666666666,5.066666666666667,False
MARIPI,39,0,0,0,15.600000000000001,0.016666666666666666,5.2,False
PUERTO SANTANDER,37,0,0,0,14.8,0.016666666666666666,4.933333333333334,False
CONTADERO,34,0,0,0,13.600000000000001,0.016666666666666666,4.533333333333334,False
CICUCO,35,0,0,0,14.0,0.016666666666666666,4.666666666666667,False
CHIVATA,34,0,0,0,13.600000000000001,0.016666666666666666,4.533333333333334,False
JUNIN,35,0,0,0,14.0,0.016666666666666666,4.666666666666667,False
BELTRAN,27,0,0,0,10.8,0.016666666666666666,3.6,False
BELALCAZAR,26,0,0,0,10.4,0.016666666666666666,3.466666666666667,False
SORA,36,0,0,0,14.4,0.016666666666666666,4.8,False
SAN CRISTOBAL,32,0,0,0,12.8,0.016666666666666666,4.266666666666667,False
SAN PELAYO,41,0,0,0,16.400000000000002,0.016666666666666666,5.466666666666666,False
CANALETE,28,0,0,0,11.200000000000001,0.016666666666666666,3.733333333333333,False
CASABIANCA,36,0,0,0,14.4,0.016666666666666666,4.8,False
MACEO,26,0,0,0,10.4,0.016666666666666666,3.466666666666667,False
CARACOLI,23,0,0,0,9.200000000000001,0.016666666666666666,3.0666666666666664,False
GUATAQUI,20,0,0,0,8.0,0.016666666666666666,2.6666666666666665,False
VITERBO,32,0,0,0,12.8,0.016666666666666666,4.266666666666667,False
YACOPI,26,0,0,0,10.4,0.016666666666666666,3.466666666666667,False
ZETAQUIRA,24,0,0,0,9.600000000000001,0.016666666666666666,3.1999999999999997,False
ARANZAZU,44,0,0,0,17.6,0.016666666666666666,5.866666666666667,False
ZAPATOCA,33,0,0,0,13.2,0.016666666666666666,4.3999999999999995,False
VILLAHERMOSA,33,0,0,0,13.200000000000001,0.016666666666666666,4.3999999999999995,False
ZAMBRANO,48,0,0,0,19.200000000000003,0.016666666666666666,6.3999999999999995,False
ALDANA,36,0,0,0,14.4,0.016666666666666666,4.8,False
LA MONTANITA,35,0,1,1,14.3,0.014285714285714287,4.085714285714286,False
PIAMONTE,26,0,1,1,10.700000000000001,0.014285714285714287,3.057142857142857,False
VILLAGOMEZ,11,0,0,0,4.4,0.0,1.7600000000000002,False
ALTO BAUDO,3,0,0,0,1.2000000000000002,0.0,0.8000000000000002,False
ABRIAQUI,1,0,0,0,0.4,0.0,0.8,False
GUALMATAN,15,0,0,0,6.0,0.0,2.0,False
GUAPOTA,30,0,0,0,12.000000000000002,0.0,4.0,False
ALTOS DEL ROSARIO,8,0,0,0,3.2,0.0,1.28,False
GUARANDA,19,0,0,0,7.6000000000000005,0.0,2.533333333333333,False
GUAVATA,25,0,0,0,10.0,0.0,4.0,False
VETAS,4,0,0,0,1.6,0.0,1.6,False
ARATOCA,21,0,0,0,8.4,0.0,2.8000000000000003,False
VIGIA DEL FUERTE,6,0,0,0,2.4000000000000004,0.0,1.2000000000000002,False
VILLA CARO,12,0,0,0,4.800000000000001,0.0,1.92,False
SAN JOSE DEL PALMAR,10,0,0,0,4.0,0.0,1.6,False
VICTORIA,24,0,0,0,9.600000000000001,0.0,3.84,False
CAMPAMENTO,29,0,0,0,11.600000000000001,0.0,3.8666666666666667,False
CAMPOHERMOSO,11,0,0,0,4.4,0.0,1.7600000000000002,False
SAN JUAN DE RIOSECO,5,0,0,0,2.0,0.0,1.0,False
SAN JUANITO,16,0,0,0,6.4,0.0,2.1333333333333333,False
SAN LUIS DE GACENO,23,0,0,0,9.200000000000001,0.0,3.6799999999999997,False
SAN MATEO,9,0,0,0,3.6000000000000005,0.0,2.4,False
SAN MIGUEL DE SEMA,13,0,0,0,5.2,0.0,2.08,False
CALIFORNIA,12,0,0,0,4.800000000000001,0.0,1.92,False
FRANCISCO PIZARRO,12,0,0,0,4.800000000000001,0.0,1.92,False
LA MERCED,14,0,0,0,5.6,0.0,2.8,False
ENCINO,4,0,0,0,1.6,0.0,1.0666666666666667,False
EL TARRA,18,0,0,0,7.200000000000001,0.0,2.88,False
FILADELFIA,14,0,0,0,5.6,0.0,2.2399999999999998,False
CARCASI,18,0,0,0,7.2,0.0,2.88,False
SAN JACINTO DEL CAUCA,2,0,0,0,0.8,0.0,0.8,False
ENCISO,11,0,0,0,4.4,0.0,1.7600000000000002,False
SAN JOAQUIN,10,0,0,0,4.0,0.0,2.0,False
SAN JOSE,11,0,0,0,4.4,0.0,2.2,False
SAN JOSE DE MIRANDA,20,0,0,0,8.0,0.0,2.6666666666666665,False
SAN JOSE DE LA MONTANA,22,0,0,0,8.8,0.0,4.4,False
SAN JOSE DE URE,11,0,1,1,4.7,0.0,1.342857142857143,False
LA PLAYA,7,0,0,0,2.8000000000000003,0.0,1.1199999999999999,False
LA SALINA,2,0,0,0,0.8,0.0,0.8,False
VIRACACHA,23,0,0,0,9.200000000000001,0.0,3.0666666666666664,False
LA UVITA,7,0,0,0,2.8000000000000003,0.0,1.4000000000000001,False
SAN PEDRO DE CARTAGO,29,0,0,0,11.600000000000001,0.0,3.8666666666666667,False
SAN SEBASTIAN,18,0,0,0,7.2,0.0,2.88,False
SAN CALIXTO,4,0,0,0,1.6,0.0,1.0666666666666667,False
SAN EDUARDO,5,0,0,0,2.0,0.0,1.3333333333333333,False
SAN FERNANDO,10,0,0,0,4.0,0.0,1.6,False
CARAMANTA,14,0,0,0,5.6000000000000005,0.0,2.2399999999999998,False
LABATECA,19,0,0,0,7.6000000000000005,0.0,3.04,False
LABRANZAGRANDE,25,0,0,0,10.0,0.0,3.3333333333333335,False
LIBORINA,17,0,0,0,6.800000000000001,0.0,2.2666666666666666,False
LINARES,11,0,0,0,4.4,0.0,1.7600000000000002,False
